current_name,recommended_name,current_params,recommended_params,confidence,notes
method3779,uploadLightUniforms,i: Int,mode: Int,medium,"Uploads GL_LIGHT0's diffuse (mode==29890) and, when mode==29890, GL_LIGHT1's negated diffuse from cached sun-color floats - the actual GL_LIGHT constant upload backing ZA/setSunLighting."
method3780,queueFramebufferForDeletion,"i: Int, i_235_: Int, i_236_: Int","glId: Int, unused: Int, refCount: Int",medium,"Synchronized. Enqueues (glId,refCount) on aNodeDeque_7753 (only when glId>71), drained by method3646 via glDeleteFramebuffersEXT. Decoy call to method3733 when unused!=-1."
M,getUnusedCounter,none,none,high,"Overrides Renderer.M (matches NativeRenderer.M). Returns and resets anInt7881 - likely vestigial/dead like the D3D counterpart."
method3781,getGlElementSize,"i: Byte, i_237_: Int","unused: Byte, glType: Int",medium,"Maps a GL type-tag id (0-4) to its corresponding GL enum constant (7681/8448/34165/260/34023), throwing IllegalArgumentException for unrecognized ids - counterpart lookup to method3785/getGlElementByteSize which maps raw GL enums to byte sizes."
method3782,pushRenderTargetInitializer,"stagedInitializer: StagedInitializer?, i: Int","stagedInitializer: StagedInitializer?, tag: Int",medium,"Pushes the third staged-initializer stack (anStagedInitializerArray7741), pausing the previous top (method45) and resuming the new one (method49). Decoy call to method3688 when tag!=327685."
method3628,drawOffsetLineSegment,"i: Int, i_238_: Int, i_239_: Int, i_240_: Int, i_241_: Int, i_242_: Int","x0: Int, y0: Int, x1: Int, y1: Int, color: Int, tag: Int",high,"Overrides Renderer.method3628 (matches NativeRenderer.method3628). Like method3709 but first subtracts a view offset (method3858-equivalent, done inline via 0.35f pixel-center offsets) before drawing."
H,projectToScreenAlt,"i: Int, i_246_: Int, i_247_: Int, `is`: IntArray?","x: Int, y: Int, z: Int, out: IntArray?",medium,"Overrides Renderer.H (matches NativeRenderer.H). Near-identical projection math to da/HA."
method3654,createCameraTransform,none,none,high,"Overrides Renderer.method3654 (matches NativeRenderer.method3654). Factory: returns new ProjectionCameraTransform()."
method3671,resolveBloomIfDirty,none,none,medium,"Overrides Renderer.method3671 (abstract). If bloom effect exists and isn't ready, tries to build it via GlFramebufferBlitter.method274, returning false on failure and invalidating the material texture cache on success; returns true if already ready."
method3783,uploadPointLightUniforms,i: Int,startIndex: Int,medium,"Private. For each active tile-shape point light (aClass348_Sub1Array7858, count anInt7862) from startIndex, uploads GL_LIGHT position/diffuse/attenuation via glLightfv/glLightf and glEnable's the light id; disables any remaining previously-active light ids beyond the new count. GL backing for method3642/setPendingTileShapes."
method3784,bindRenderModeFramebufferBlend,i: Byte,tag: Byte,medium,"'Enter render mode N' dispatcher (state id 8): binds via method3740/3807/3752/3748(tag+62,true)/3753 if not already active. Nulls aCanvas7626 when tag!=-62."
method3785,getGlElementByteSize,"i: Int, i_253_: Int","glType: Int, unused: Int",medium,"Maps a raw GL element-type enum to its byte size (1 for BYTE/UNSIGNED_BYTE, 2 for SHORT/UNSIGNED_SHORT, 4 for INT/UNSIGNED_INT/FLOAT), throwing otherwise - used by method3759/drawIndexedGeometry to scale its index-buffer byte offset."
method3685,renderGroundDecorNodes,"nodeDequeHolder: NodeDequeHolder, i: Int","nodeDequeHolder: NodeDequeHolder, tag: Int",high,"Overrides Renderer.method3685 (matches NativeRenderer.method3685). Delegates to aParticleSortRenderer_7711.method1651 with the given tag."
method3786,initGlTextureAndModelPool,bool: Boolean,unused: Boolean,medium,"Private. Allocates the per-unit GL texture-cache array, a default white 1x1 GlTexture2D plus two scratch ones, ten shared OpenGlModel placeholder instances (aClass64_Sub3_78xx fields), and (if EXT_framebuffer_object supported) two FrameBufferObjects - one-time GPU resource pool setup, called once from the constructor."
method3787,uploadAmbientLightUniform,i: Int,unused: Int,medium,"Uploads GL_LIGHT_MODEL_AMBIENT (glLightModelfv 2899) from cached ambient-color floats (aFloat7768 scaled by the light-color channels). Decoy field write when unused>=-13."
c,getRendererType,none,none,high,"Overrides Renderer.c (abstract; not covered by NativeRenderer.csv but same abstract contract - counterpart 'identify this backend' query). Detects GPU vendor id (nvidia=4318, intel=32902, ati=4098, else -1) from the cached GL_VENDOR string and returns a RendererType(id, \"OpenGL\", driverVersion, glVersionString, 0L)."
da,projectToScreen,"i: Int, i_254_: Int, i_255_: Int, `is`: IntArray?","x: Int, y: Int, z: Int, out: IntArray?",high,"Overrides Renderer.da (matches NativeRenderer.da/projectToScreen). Projects world (x,y,z) through the active camera transform into screen space, bounds-checked against the near/far and viewport-clip float bounds, writing (-1,-1,-1) to `out` when outside."
method3788,pushMatrixConditional,i: Int,tag: Int,low,"glPushMatrix() only when tag==-18516 (single observed call site literal) - otherwise a pure no-op besides the counter."
F,setSomeRenderFlag,"i: Int, i_258_: Int","a: Int, b: Int",low,"Overrides Renderer.F (abstract, no NativeRenderer body traced). No-op besides a call counter in this GL implementation."
method3687,notifySpriteDrawTargetChanged,spriteDrawTarget: SpriteDrawTarget?,spriteDrawTarget: SpriteDrawTarget?,low,"Overrides Renderer.method3687 (abstract, no NativeRenderer body traced). No-op besides a call counter in this GL implementation."
KA,setClipRect,"i: Int, i_259_: Int, i_260_: Int, i_261_: Int","left: Int, top: Int, right: Int, bottom: Int",high,"Overrides Renderer.KA (matches NativeRenderer.KA). Clamps and stores the clip rect fields, enables GL_SCISSOR_TEST, recomputes float clip bounds and the scissor rect."
method3789,setModelviewFarDepth,"i: Byte, f: Float","unused: Byte, farDepth: Float",medium,"Stores farDepth into aFloat7851 and, if the active matrix mode is orthographic (anInt7865==3), rebuilds the ortho matrix (method3747)."
la,resetClipBounds,none,none,high,"Overrides Renderer.la (matches NativeRenderer.la). Resets the clip rect to the full canvas, disables GL_SCISSOR_TEST, recomputes float clip bounds (method3772)."
C,setFogEnabled,bool: Boolean,isEnabled: Boolean,medium,"Overrides Renderer.C (matches NativeRenderer.C naming pattern). Stores isEnabled into aBoolean7870 and calls method3795/updateDepthMask."
method3663,flushFramebufferBlit,none,none,high,"Overrides Renderer.method3663 (abstract). Delegates to aGlFramebufferBlitter_7720.method272 - flushes/presents the framebuffer-blit pipeline."
method3790,setViewportOriginIfReady,"i: Int, i_262_: Int, i_263_: Int","threshold: Int, x: Int, y: Int",low,"Only runs when threshold>94: stores x/y into anInt7867/anInt7770, re-applies the GL viewport (method3809) and scissor rect (method3811)."
JA,computeClipOutcodeForEdge,"i: Int, i_264_: Int, i_265_: Int, i_266_: Int, i_267_: Int, i_268_: Int","x0: Int, y0: Int, z0: Int, x1: Int, y1: Int, z1: Int",medium,"Overrides Renderer.JA (matches NativeRenderer.JA). Cohen-Sutherland-style outcode computation for two camera-transformed points against the near/far/viewport-clip bounds."
method3693,isFeatureKSupported,none,none,high,"Overrides Renderer.method3693 (matches NativeRenderer.method3693). Stub returning true."
method3629,createAnimatedModelRenderer,"i: Int, i_275_: Int, bool: Boolean","width: Int, height: Int, hasAlpha: Boolean",high,"Overrides Renderer.method3629 (matches NativeRenderer.method3629). Factory: returns new GlSpriteRenderer(this, width, height, hasAlpha)."
method3678,onFrameEvent,i: Int,tag: Int,high,"Overrides Renderer.method3678 (matches NativeRenderer.method3678). Delegates to method3797/waitForGlIdle(0)."
method3791,initGlRenderState,i: Int,tag: Int,high,"Private one-time GL state initializer (called from constructor via method3791(25858)): unbinds all texture units, resets texture-env mode, sets default blend/alpha/color-mask/depth state, enables backface culling and color material, zeroes all 8 GL_LIGHTn colors, enables GL_LIGHT0/1, sets fog/depth-clear defaults - the GL equivalent of NativeRenderer's method3930/initializeRenderResources baseline GL calls."
method3792,bindRenderModeMinimapTexEnv,i: Int,tag: Int,medium,"Private 'enter render mode N' dispatcher (state id 2): binds via method3763/3807/3728/3752/3748/3757 if not already active. Decoy call to method3777 when tag<45."
I,getUnusedCounter2,none,none,high,"Overrides Renderer.I (matches NativeRenderer's paired M/getUnusedCounter shape). Returns and resets anInt7878 - likely vestigial/dead, paired sibling to M()."
method3793,bindElementArrayBuffer,"i: Int, byteArrayCodec: ByteArrayCodec?","tag: Int, indexBuffer: ByteArrayCodec?",high,"When tag==1: binds `indexBuffer`'s GL_ELEMENT_ARRAY_BUFFER id if changed from the cached anByteArrayCodec_7817 - index-buffer bind-if-changed cache, counterpart to method3750/bindArrayBuffer."
method3794,bindVertexAttribPointers,"hoverActionEntry: HoverActionEntry?, hoverActionEntry_279_: HoverActionEntry?, i: Int, hoverActionEntry_280_: HoverActionEntry?, hoverActionEntry_281_: HoverActionEntry?","positionAttr: HoverActionEntry?, colorAttr: HoverActionEntry?, tag: Int, texCoordAttr: HoverActionEntry?, normalAttr: HoverActionEntry?",high,"Binds/enables (or disables) glVertexPointer/glNormalPointer/glColorPointer/glTexCoordPointer client states from up to 4 HoverActionEntry vertex-attribute descriptors, each pointing into a bound array buffer at a byte offset - the core 'set up vertex format for the next draw call' routine, called throughout OpenGlTerrainTile's shadow/geometry draws."
method3704,getTileShapeCount,none,none,high,"Overrides Renderer.method3704 (matches NativeRenderer.method3704 naming). Returns the constant 4 in this GL implementation."
method3634,createSpriteDrawTargetForCamera,"cameraMarker: CameraMarker?, marker: Marker?","cameraMarker: CameraMarker?, marker: Marker?",medium,"Overrides Renderer.method3634 (abstract, no NativeRenderer body traced). Stub always returning null in this GL implementation."
method3640,getActiveCameraTransform,none,none,high,"Overrides Renderer.method3640 (matches NativeRenderer.method3640). Returns aClass101_Sub3_7760."
method3795,updateDepthMask,i: Int,unused: Int,medium,"Private. glDepthMask(aBoolean7759 && aBoolean7870) - the GL depth-write toggle backing both method3748/setStencilTestEnabled and C/setFogEnabled. Decoy call to K(null) when unused!=-30199."
method3705,getSecondaryCameraTransform,none,none,high,"Overrides Renderer.method3705 (matches NativeRenderer.method3705). Returns aClass101_Sub3_7725, constructed once and not otherwise mutated."
i,getNearPlaneDistance,none,none,high,"Overrides Renderer.i (matches NativeRenderer.i). Returns anInt7826."
ya,clearDepthBuffer,none,none,high,"Overrides Renderer.ya (abstract, no NativeRenderer body traced). Sets render-mode-0 state (method3748(0,true)) then glClear(GL_DEPTH_BUFFER_BIT=256)."
method3647,onSomeLifecycleEvent,bool: Boolean,flag: Boolean,low,"Overrides Renderer.method3647 (abstract, no NativeRenderer body traced). No-op besides a call counter in this GL implementation."
method3796,uploadLightDirectionUniforms,i: Int,lightId: Int,medium,"Uploads GL_LIGHT `lightId`'s and GL_LIGHT1's GL_SPECULAR-slot (4611) direction vectors (aFloatArray7825/aFloatArray7811) - GL_LIGHT direction upload backing ZA/setSunLighting alongside method3779's diffuse upload."
method3639,isShadowRenderingSupported,none,none,high,"Overrides Renderer.method3639 (matches NativeRenderer.method3639 naming). Delegates to aMinimapRenderer_7707.method889(-91,3) in this GL implementation (note: checks minimap renderer readiness rather than a render-pass array, unlike NativeRenderer's shadow-pass check)."
method3666,isBloomReady,none,none,high,"Overrides Renderer.method3666 (abstract). Returns true when the bloom effect exists and is ready (method2760)."
method3642,setPendingTileShapes,"i: Int, class348_sub1s: Array<AbstractTileShape?>?","count: Int, shapes: Array<AbstractTileShape?>?",high,"Overrides Renderer.method3642 (matches NativeRenderer.method3642). Copies `count` entries of `shapes` into aClass348_Sub1Array7858, stores anInt7862=count, and (unless in identity matrix mode) re-uploads the GL point-light uniforms via method3783."
method3630,onFeatureHEvent,bool: Boolean,tag: Boolean,high,"Overrides Renderer.method3630 (matches NativeRenderer.method3630). No-op besides a call counter."
method3797,waitForGlIdle,i: Int,unused: Int,medium,"Private. Nulls anIntArray7883 when unused!=0, then delegates to anOpenGL7664.a() (a native GL sync/finish call)."
pa,endSpriteRegion,none,none,high,"Overrides Renderer.pa (matches NativeRenderer.pa). Clears aBoolean7846 (sprite-region-active flag)."
r,computeClipOutcodeForSegment,"i: Int, i_283_: Int, i_284_: Int, i_285_: Int, i_286_: Int, i_287_: Int, i_288_: Int","x0: Int, y0: Int, z0: Int, x1: Int, y1: Int, z1: Int, divisor: Int",medium,"Overrides Renderer.r (matches NativeRenderer.r). Same near/far/viewport-clip outcode family as JA, operating on raw coordinates with an explicit perspective `divisor`."
method3798,getGlChannelCount,"i: Int, i_295_: Int","glFormat: Int, unused: Int",medium,"Maps a GL pixel-format enum (6406/6409/6410/34846/34844/6407/6408/34847/34843/34842/6402/6401) to its channel count (1/2/3/4/6/8), throwing otherwise. Decoy field write when unused!=2."
method3799,applyTextureMatrixTranslate,"f: Float, f_296_: Float, f_297_: Float, i: Byte","x: Float, y: Float, z: Float, unused: Byte",medium,"Private. glMatrixMode(GL_TEXTURE); loads identity first time (aBoolean7860); glTranslatef(z,x,y); restores GL_MODELVIEW - applies a UV-scroll translate for scrolling textures (used by method3746/bindMinimapTexture)."
method3800,queueRenderbufferForDeletion,"i: Int, i_299_: Int","threshold: Int, glId: Int",medium,"Synchronized. Enqueues an IntKeyNode(glId) on aNodeDeque_7754 only when threshold>71, drained by method3646 via glDeleteRenderbuffersEXT."
method3698,notifyBloomFlush,none,none,high,"Overrides Renderer.method3698 (abstract). Delegates to aGlFramebufferBlitter_7720.method272(-53)."
P,drawLineSegmentRelative,"i: Int, i_300_: Int, i_301_: Int, i_302_: Int, i_303_: Int","x0: Int, y0: Int, length: Int, color: Int, tag: Int",high,"Overrides Renderer.P (matches NativeRenderer.P). Draws a 2-vertex GL_LINES(1) segment from (x0,y0) to (x0,y0+length)."
E,getCombinedTimingOffset,none,none,high,"Overrides Renderer.E (matches NativeRenderer.E naming). Returns anInt7750+anInt7748+anInt7747 - the sum of the three deferred-deletion queues' outstanding byte/refcount totals, i.e. current GPU memory usage estimate (consumed by method3646's GC-trigger check)."
method3706,mergeCubemapTextures,"circleRasterizer: CircleRasterizer?, circleRasterizer_305_: CircleRasterizer?, f: Float, circleRasterizer_306_: CircleRasterizer?","sourceA: CircleRasterizer?, sourceB: CircleRasterizer?, blendWeight: Float, reuseCandidate: CircleRasterizer?",medium,"Overrides Renderer.method3706 (matches NativeRenderer.method3706). When both sources have cube-map textures and cube-map+framebuffer support is present, blends them into a (possibly reused) CubemapTextureGlSource; otherwise falls back to returning whichever source `blendWeight` favors."
method3677,activateCanvasContext,canvas: Canvas?,canvas: Canvas?,high,"Overrides Renderer.method3677 (matches NativeRenderer.method3677). Resolves and activates the (canvas, GL surface) pair, sets it as the current GL surface, triggers a resize recompute (method3745)."
method3801,bindMinimapTextureAndFlush,"bool: Boolean, i: Int, i_310_: Int","forceRebind: Boolean, materialId: Int, unused: Int",medium,"Thin wrapper delegating to method3746/bindMinimapTexture(forceRebind, materialId, true, 115)."
method3667,clearBits,"i: Int, i_312_: Int","value: Int, mask: Int",high,"Overrides Renderer.method3667 (matches NativeRenderer.method3667). Clears from `mask` any bits also set in `value`."
method3707,resizeCanvasRegion,"rectangles: Array<Rectangle?>?, i: Int, i_313_: Int, i_314_: Int","rectangles: Array<Rectangle?>?, unused: Int, width: Int, height: Int",high,"Overrides Renderer.method3707 (matches NativeRenderer.method3707). Delegates to method3626/presentFrame(width, height)."
method3803,updateFogUniforms,i: Int,seed: Int,medium,"Private. Recomputes fog near/far floats (aFloat7792/aFloat7824) from render-target size fields, uploads glFogf(GL_FOG_START/END), and derives a pseudo-random fog color from `seed` (via WhirlpoolHash) uploaded with glFogfv - ties a per-call `seed` into a deterministic fog tint, used by both L/setViewportOrigin and method3744/setFogDistanceParams."
method3804,setDepthWriteMaskFlag,"bool: Boolean, i: Byte","isEnabled: Boolean, tag: Byte",medium,"Toggles aBoolean7805 and calls method3768/updateLightingGlState when changed."
method3626,presentFrame,"i: Int, i_457_: Int","width: Int, height: Int",high,"Overrides Renderer.method3626 (matches NativeRenderer.method3626 naming). Calls anOpenGL7664.swapBuffers(), swallowing any Exception."
f,setNearFarPlanes,"i: Int, i_458_: Int","near: Int, far: Int",high,"Overrides Renderer.f (matches NativeRenderer.f). Updates anInt7826/anInt7814 when changed, rebuilds dependent matrices (method3806, method3803, method3747/method3730 by active mode)."
method3658,blitFramebufferRegion,"i: Int, i_459_: Int, i_460_: Int, i_461_: Int","width: Int, x: Int, height: Int, y: Int",medium,"Overrides Renderer.method3658 (abstract, no NativeRenderer body traced). Delegates to aGlFramebufferBlitter_7720.method275(height, width, y, x, -1)."
method3805,popRenderTargetInitializer2,"i: Int, stagedInitializer: StagedInitializer?","tag: Int, stagedInitializer: StagedInitializer?",medium,"Pops the third staged-initializer stack (anStagedInitializerArray7741), pausing it (method45) and, when tag==8387, resuming the new top (method49)."
method3631,requireModeOne,i: Int,mode: Int,high,"Overrides Renderer.method3631 (matches NativeRenderer.method3631). Pure `require(mode==1)` validation stub."
method3665,getCameraMarkerAt,"i: Int, i_462_: Int","index1: Int, index2: Int",low,"Overrides Renderer.method3665 (abstract, no NativeRenderer body traced). Stub always returning null in this GL implementation."
method3806,buildPerspectiveMatrix,i: Int,unused: Int,medium,"Private. Builds the GL_PROJECTION perspective matrix (aFloatArray7779) from viewport/near/far fields, identity-ish fallback when degenerate; derives aFloat7842/aFloat7854 (depth-remap terms consumed by method3777). Nulls a cached cubemap field when unused<28."
method3633,finishGl,none,none,high,"Overrides Renderer.method3633 (abstract, no NativeRenderer body traced). Delegates to glFinish()."
method3691,createModelFromSpriteImage,"spriteImage: SpriteImage?, bool: Boolean","spriteImage: SpriteImage?, tag: Boolean",high,"Overrides Renderer.method3691 (matches NativeRenderer.method3691). Converts a palette-indexed or direct-color SpriteImage (with optional alpha) into an RGBA IntArray, then builds/configures an AbstractModelRenderer texture via method3662."
method3807,setBlendEnabled,"bool: Boolean, i: Int","isEnabled: Boolean, unused: Int",medium,"Toggles aBoolean7801 and calls method3732/updateAlphaTestEnabled(-87) plus clears state-cache bits when changed. Decoy field write when unused!=2."
method3808,setTexEnvColorAlpha,"i: Int, i_473_: Int","colorArgb: Int, unused: Int",medium,"Uploads a GL_TEXTURE_ENV_COLOR 4-float (RGB from colorArgb plus alpha from its top byte) via glTexEnvfv. Decoy field write when unused<=116."
na,readPixelRegion,"i: Int, i_474_: Int, i_475_: Int, i_476_: Int","x: Int, yOffset: Int, width: Int, height: Int",high,"Overrides Renderer.na (matches NativeRenderer.na naming). Reads back `height` rows of `width` pixels via glReadPixelsi (GL_BGRA-ish format 32993) into a returned IntArray - screen-region pixel readback (e.g. for screenshots)."
method3809,applyGlViewport,bool: Boolean,keepModel: Boolean,medium,"Private. glViewport(anInt7770, anInt7867, width, height). Nulls a cached model field when keepModel is not true."
method3699,isMultisampleUsable,none,none,high,"Overrides Renderer.method3699 (matches NativeRenderer.method3699 naming). Returns true when multisample is supported and (bloom isn't ready or framebuffer-multisample+blit is available)."
method3810,queueTextureForDeletion,"i: Int, i_478_: Int, i_479_: Int","glId: Long, textureId: Int, threshold: Int",medium,"Synchronized. Only when threshold<-57: enqueues (textureId,glId) on aNodeDeque_7754... actually targets a texture-deletion path distinct from method3800's renderbuffer queue by call-site context; drained by method3646."
method3811,applyScissorRect,i: Byte,tag: Byte,medium,"Private. When tag==11: sets glScissor from the clip rect if valid (anInt7855>=anInt7868 etc), else a zero-size scissor rect - backs KA/T/la's clip-rect changes."
method3708,isFeatureUnsupported,none,none,high,"Overrides Renderer.method3708 (matches NativeRenderer.method3708). Stub returning false."
method3736,resetFontMetaCache,i: Byte,unused: Byte,medium,"Companion. Nulls both cached FontMetaRef statics (aFontMetaRef_7554/7715); redundantly nulls the second again when unused<27 (decoy-looking)."
method3743,registerOrMergeContactEntry,"i: Byte, class348_sub42_sub12: ContactEntry?","unused: Byte, contactEntry: ContactEntry?",low,"Companion, unrelated to OpenGlRenderer's own rendering role (likely decompiler-merged, per PLAN.md pattern): enqueues `contactEntry` for disposal, then resolves or creates a matching ContactList (by hash or linear scan of ContactEntry.aHashtable_9603, falling back to a shared LRU cache) and merges the entry into it via method3233 - a friends/ignore-list contact-merging routine."
method3802,renderActorOverheadInfo,"i: Int, i_315_: Int, i_316_: Int, i_317_: Int, i_318_: Int, i_319_: Int, i_320_: Int","baseY: Int, unused: Int, decoyTag: Int, centerX: Int, screenWidth: Int, healthBarHeight: Int, healthBarWidth: Int",low,"Companion. Very large routine (500+ lines) iterating all visible players then npcs (ScrollTexMaterialPass.anIntArray6290/ModelDefinitionLoader.anInt2057), computing and drawing each actor's overhead name text, combat-level/hitpoint bar, prayer/skull/friend-chat icons, and hint-arrow-style position markers, plus a second pass drawing floating combat-XP-drop-style labels (ConfigVarProgress arrays) with several alignment modes (0-5). Exact per-parameter roles are best-effort guesses from usage context given the method's size; only a representative subset of the drawing logic was traced in this pass."
method1430,renderRecentTargetIcon,"i: Int, i_1_: Byte, i_2_: Int, i_3_: Int, i_4_: Int, i_5_: Int, i_6_: Int, i_7_: Int, class318_sub1_sub3_sub3: ProjectedGroundDecor?, class318_sub1_sub3_sub3_8_: ProjectedGroundDecor?","slotIndex: Int, unused: Byte, iconId: Int, width: Int, offsetY: Int, height: Int, spacing: Int, baseX: Int, target: ProjectedGroundDecor?, attacker: ProjectedGroundDecor?",medium,"Companion. Draws a small portrait icon (from SpriteImage/AbstractModelRenderer cache keyed by an overhead-icon id resolved from `target`) positioned in a 4-column grid (column=slotIndex/4, row=slotIndex%4) - consistent with an 'interacting NPCs/recent combat targets' minimap-style icon grid. Also registers a SceneEffectMarker (via AbstractRenderPass.method3529) for click/hover hit-testing on the icon."
